status,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,CNNLSTM,Linear_Interpolation,42,57,0.7368421052631579,0.7368421052631579,d45e8fd67a5089c9c055ceb1dd990b638a0362cbd8ad1c5a35dbdc5c11bbc7d6,e4011546fadb23af7c9ba0aba0bae2e5db0231868b4e856379908894037c3413,2026-07-30 22:34:40 +0800
