status,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,CNNLSTM,Without_Mask_Features,42,57,0.7543859649122807,0.7407407407407407,b71d8c3e7cb92ff527df34dc44094f7418608433c51be53daced377059063eb2,28ecc879fd30657b5f3477d8207eafddab2684bb3a9457e4cbb1c3af9fc8ec35,2026-07-30 23:46:37 +0800
