status,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,AttentionNet,Without_Mask_Features,45,57,0.8245614035087719,0.8214285714285714,5b6102ef5033b30782baa2940b08e52ff9a39bdae424ba88b3aee63701ed224e,206f23454b2597ac249b7ddb90160b901191c1ca1fb6a8612d5566762d6c3bae,2026-07-31 06:58:23 +0800
