status,protocol,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,nested_window_selection_strict_fold_seed_v1,AttentionNet,No_Filtering,45,57,0.8421052631578947,0.8301886792452831,069a81b6d8f0ab7ca00d7b3e3c585d7335301584c44e32e34dd532d8e6a22dc0,9685b64121f028e155f26a8e984074612e7dbaa0fe3e18b4ff620e6730d34ade,2026-08-01 10:00:26 +0800
