status,protocol,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,nested_window_selection_strict_fold_seed_v1,AttentionNet,No_Filtering,44,57,0.7368421052631579,0.7457627118644068,e3fab3e3863754dad38a82bb902c3c9c55f5471ac825fd638711777e46939ba6,f0a4a3bf52c9207286b913414459a3a27b353a85d1fff07a600183b03a1a6b27,2026-08-01 09:56:21 +0800
