status,protocol,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,nested_window_selection_strict_fold_seed_v1,PureLSTM,Full_Preprocessing,43,57,0.7894736842105263,0.7857142857142857,dc48fa3314b4ca236cac6b494a401b0602322c687ba3ec0607471f66eb8aee9c,606d0122e075305ca7d241fd8ad61020146f091eaae65f47ca74b737748595a5,2026-08-01 01:28:55 +0800
