subset,n,attention_acc,cnnlstm_acc,attention_f1,cnnlstm_f1
same_selected_window,46,0.7391304347826086,0.8043478260869565,0.7391304347826086,0.8085106382978723
different_selected_window,11,0.9090909090909091,0.9090909090909091,0.8888888888888888,0.8888888888888888
