status,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,CNNLSTM,Full_Preprocessing,45,57,0.8070175438596491,0.7843137254901961,984a1bedcf5bff35ee57b456d7ae7dfdbbfc54f697d94d6a027d03d98a0b6954,5fb7263b51e15c7b3d0799381cab4a6383a495ed2ef0436090dce58593c63543,2026-07-31 06:58:50 +0800
