status,protocol,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,nested_window_selection_strict_fold_seed_v1,CNNLSTM,Full_Preprocessing,46,57,0.8245614035087719,0.8275862068965517,ab3154ce37a5f142ecc6c8c4a5ad00c93291a9e81425e5b7dc02b51f85fdd9ca,4f7db1f5ea91002c75f5c1bcf49bf8a11d87459e34db176ccedad47442614c78,2026-08-01 01:12:07 +0800
