Model,Accuracy,Accuracy_95CI_Low,Accuracy_95CI_High,F1_Score,F1_95CI_Low,F1_95CI_High,Subject_Predictions
CNNLSTM,78.95%,68.42%,89.47%,77.78%,64.00%,88.89%,results/model_comparison/cnnlstm_subject_predictions.csv
