status,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,PureLSTM,Without_Mask_Features,44,57,0.7192982456140351,0.7419354838709677,0c8ec4e3cab511481b3149ee5b6e38ccfccd5df11631cb80db943df5d12046db,2ec13fd0170c8d7c55466bab4ca5a16af186dca364054ffb867fd3ba15b65b46,2026-07-31 05:53:10 +0800
