model,config,global_seed,fold_id,test_pid,window_ms,stride_ms,primary_score_tie_count
CNNLSTM,Full_Preprocessing,44,56,58,1000,500,4
CNNLSTM,Full_Preprocessing,44,57,59,1000,500,1
CNNLSTM,Full_Preprocessing,45,1,1,1000,500,4
CNNLSTM,Full_Preprocessing,45,2,2,1000,500,4
CNNLSTM,Full_Preprocessing,45,3,3,1000,500,2
CNNLSTM,Full_Preprocessing,45,4,4,1000,500,3
CNNLSTM,Full_Preprocessing,45,5,5,1000,500,4
CNNLSTM,Full_Preprocessing,45,6,6,1000,500,4
CNNLSTM,Full_Preprocessing,45,7,7,1000,500,4
CNNLSTM,Full_Preprocessing,45,8,8,1000,500,4
CNNLSTM,Full_Preprocessing,45,9,9,1000,500,3
CNNLSTM,Full_Preprocessing,45,10,10,1000,500,4
CNNLSTM,Full_Preprocessing,45,11,11,1000,500,4
CNNLSTM,Full_Preprocessing,45,12,13,2000,1000,1
CNNLSTM,Full_Preprocessing,45,13,14,1000,500,4
CNNLSTM,Full_Preprocessing,45,14,15,1000,500,4
CNNLSTM,Full_Preprocessing,45,15,17,1000,500,4
CNNLSTM,Full_Preprocessing,45,16,18,1000,500,4
CNNLSTM,Full_Preprocessing,45,17,19,1000,500,4
CNNLSTM,Full_Preprocessing,45,18,20,2000,500,1
CNNLSTM,Full_Preprocessing,45,19,21,1000,500,4
CNNLSTM,Full_Preprocessing,45,20,22,1000,500,4
CNNLSTM,Full_Preprocessing,45,21,23,2000,500,1
CNNLSTM,Full_Preprocessing,45,22,24,1000,500,3
CNNLSTM,Full_Preprocessing,45,23,25,1000,500,3
CNNLSTM,Full_Preprocessing,45,24,26,1000,500,4
CNNLSTM,Full_Preprocessing,45,25,27,1000,500,4
CNNLSTM,Full_Preprocessing,45,26,28,1500,750,1
CNNLSTM,Full_Preprocessing,45,27,29,1000,500,2
CNNLSTM,Full_Preprocessing,45,28,30,1000,500,3
CNNLSTM,Full_Preprocessing,45,29,31,1000,500,4
CNNLSTM,Full_Preprocessing,45,30,32,2000,1000,1
CNNLSTM,Full_Preprocessing,45,31,33,1000,500,4
CNNLSTM,Full_Preprocessing,45,32,34,1000,500,4
CNNLSTM,Full_Preprocessing,45,33,35,1000,500,4
CNNLSTM,Full_Preprocessing,45,34,36,1000,500,4
CNNLSTM,Full_Preprocessing,45,35,37,2000,1000,1
CNNLSTM,Full_Preprocessing,45,36,38,1000,500,4
CNNLSTM,Full_Preprocessing,45,37,39,2000,1000,1
CNNLSTM,Full_Preprocessing,45,38,40,1000,500,4
CNNLSTM,Full_Preprocessing,45,39,41,1500,750,2
CNNLSTM,Full_Preprocessing,45,40,42,1000,500,4
CNNLSTM,Full_Preprocessing,45,41,43,1000,500,4
CNNLSTM,Full_Preprocessing,45,42,44,2000,1000,1
CNNLSTM,Full_Preprocessing,45,43,45,1000,500,4
CNNLSTM,Full_Preprocessing,45,44,46,1500,750,1
CNNLSTM,Full_Preprocessing,45,45,47,1000,500,4
CNNLSTM,Full_Preprocessing,45,46,48,1000,500,4
CNNLSTM,Full_Preprocessing,45,47,49,1000,500,4
CNNLSTM,Full_Preprocessing,45,48,50,1500,750,1
CNNLSTM,Full_Preprocessing,45,49,51,1000,500,2
CNNLSTM,Full_Preprocessing,45,50,52,1000,500,4
CNNLSTM,Full_Preprocessing,45,51,53,2000,500,1
CNNLSTM,Full_Preprocessing,45,52,54,1000,500,4
CNNLSTM,Full_Preprocessing,45,53,55,1000,500,4
CNNLSTM,Full_Preprocessing,45,54,56,1000,500,2
CNNLSTM,Full_Preprocessing,45,55,57,1500,750,3
CNNLSTM,Full_Preprocessing,45,56,58,1000,500,4
CNNLSTM,Full_Preprocessing,45,57,59,2000,500,1
CNNLSTM,Full_Preprocessing,46,1,1,1000,500,4
CNNLSTM,Full_Preprocessing,46,2,2,1000,500,4
CNNLSTM,Full_Preprocessing,46,3,3,1500,750,1
CNNLSTM,Full_Preprocessing,46,4,4,2000,500,1
CNNLSTM,Full_Preprocessing,46,5,5,1000,500,2
CNNLSTM,Full_Preprocessing,46,6,6,1500,750,2
CNNLSTM,Full_Preprocessing,46,7,7,1500,750,3
CNNLSTM,Full_Preprocessing,46,8,8,2000,500,1
CNNLSTM,Full_Preprocessing,46,9,9,1000,500,4
CNNLSTM,Full_Preprocessing,46,10,10,1500,750,2
CNNLSTM,Full_Preprocessing,46,11,11,1500,750,1
CNNLSTM,Full_Preprocessing,46,12,13,2000,1000,1
CNNLSTM,Full_Preprocessing,46,13,14,1000,500,3
CNNLSTM,Full_Preprocessing,46,14,15,1000,500,4
CNNLSTM,Full_Preprocessing,46,15,17,1000,500,4
CNNLSTM,Full_Preprocessing,46,16,18,1000,500,4
CNNLSTM,Full_Preprocessing,46,17,19,1000,500,4
CNNLSTM,Full_Preprocessing,46,18,20,1000,500,4
CNNLSTM,Full_Preprocessing,46,19,21,1500,750,1
CNNLSTM,Full_Preprocessing,46,20,22,1000,500,4
CNNLSTM,Full_Preprocessing,46,21,23,1000,500,4
CNNLSTM,Full_Preprocessing,46,22,24,1000,500,4
CNNLSTM,Full_Preprocessing,46,23,25,1000,500,4
CNNLSTM,Full_Preprocessing,46,24,26,1000,500,1
CNNLSTM,Full_Preprocessing,46,25,27,1000,500,2
CNNLSTM,Full_Preprocessing,46,26,28,1000,500,2
CNNLSTM,Full_Preprocessing,46,27,29,1000,500,4
CNNLSTM,Full_Preprocessing,46,28,30,1000,500,4
CNNLSTM,Full_Preprocessing,46,29,31,1500,750,2
CNNLSTM,Full_Preprocessing,46,30,32,1000,500,3
CNNLSTM,Full_Preprocessing,46,31,33,1000,500,4
CNNLSTM,Full_Preprocessing,46,32,34,1000,500,4
CNNLSTM,Full_Preprocessing,46,33,35,1000,500,4
CNNLSTM,Full_Preprocessing,46,34,36,2000,1000,1
CNNLSTM,Full_Preprocessing,46,35,37,1000,500,4
CNNLSTM,Full_Preprocessing,46,36,38,1000,500,4
CNNLSTM,Full_Preprocessing,46,37,39,1000,500,4
CNNLSTM,Full_Preprocessing,46,38,40,2000,500,1
CNNLSTM,Full_Preprocessing,46,39,41,1000,500,1
CNNLSTM,Full_Preprocessing,46,40,42,1000,500,4
CNNLSTM,Full_Preprocessing,46,41,43,1000,500,3
CNNLSTM,Full_Preprocessing,46,42,44,1500,750,1
CNNLSTM,Full_Preprocessing,46,43,45,1500,750,2
CNNLSTM,Full_Preprocessing,46,44,46,1000,500,3
CNNLSTM,Full_Preprocessing,46,45,47,1000,500,2
CNNLSTM,Full_Preprocessing,46,46,48,1500,750,2
CNNLSTM,Full_Preprocessing,46,47,49,1000,500,4
CNNLSTM,Full_Preprocessing,46,48,50,1000,500,4
CNNLSTM,Full_Preprocessing,46,49,51,1000,500,4
CNNLSTM,Full_Preprocessing,46,50,52,1000,500,2
CNNLSTM,Full_Preprocessing,46,51,53,1000,500,4
CNNLSTM,Full_Preprocessing,46,52,54,1000,500,4
CNNLSTM,Full_Preprocessing,46,53,55,1500,750,1
CNNLSTM,Full_Preprocessing,46,54,56,1000,500,4
CNNLSTM,Full_Preprocessing,46,55,57,1000,500,4
CNNLSTM,Full_Preprocessing,46,56,58,1000,500,2
CNNLSTM,Full_Preprocessing,46,57,59,1000,500,4
PureLSTM,Full_Preprocessing,42,1,1,1500,750,1
PureLSTM,Full_Preprocessing,42,2,2,1000,500,2
PureLSTM,Full_Preprocessing,42,3,3,1000,500,4
PureLSTM,Full_Preprocessing,42,4,4,1000,500,3
PureLSTM,Full_Preprocessing,42,5,5,1000,500,2
PureLSTM,Full_Preprocessing,42,6,6,1000,500,4
PureLSTM,Full_Preprocessing,42,7,7,2000,500,2
PureLSTM,Full_Preprocessing,42,8,8,1000,500,4
PureLSTM,Full_Preprocessing,42,9,9,1000,500,4
PureLSTM,Full_Preprocessing,42,10,10,1000,500,4
PureLSTM,Full_Preprocessing,42,11,11,1000,500,4
PureLSTM,Full_Preprocessing,42,12,13,1000,500,4
PureLSTM,Full_Preprocessing,42,13,14,1000,500,4
PureLSTM,Full_Preprocessing,42,14,15,1000,500,3
PureLSTM,Full_Preprocessing,42,15,17,1000,500,4
PureLSTM,Full_Preprocessing,42,16,18,1000,500,4
PureLSTM,Full_Preprocessing,42,17,19,1000,500,4
PureLSTM,Full_Preprocessing,42,18,20,1000,500,3
PureLSTM,Full_Preprocessing,42,19,21,1000,500,4
PureLSTM,Full_Preprocessing,42,20,22,1000,500,4
PureLSTM,Full_Preprocessing,42,21,23,1000,500,1
PureLSTM,Full_Preprocessing,42,22,24,1000,500,4
PureLSTM,Full_Preprocessing,42,23,25,1000,500,4
PureLSTM,Full_Preprocessing,42,24,26,1000,500,4
PureLSTM,Full_Preprocessing,42,25,27,1000,500,4
PureLSTM,Full_Preprocessing,42,26,28,1000,500,1
PureLSTM,Full_Preprocessing,42,27,29,1000,500,1
PureLSTM,Full_Preprocessing,42,28,30,1000,500,4
PureLSTM,Full_Preprocessing,42,29,31,1000,500,2
PureLSTM,Full_Preprocessing,42,30,32,1000,500,4
PureLSTM,Full_Preprocessing,42,31,33,1000,500,4
PureLSTM,Full_Preprocessing,42,32,34,1000,500,4
PureLSTM,Full_Preprocessing,42,33,35,1000,500,4
PureLSTM,Full_Preprocessing,42,34,36,1000,500,4
PureLSTM,Full_Preprocessing,42,35,37,1500,750,3
PureLSTM,Full_Preprocessing,42,36,38,1000,500,3
PureLSTM,Full_Preprocessing,42,37,39,1000,500,4
PureLSTM,Full_Preprocessing,42,38,40,2000,500,2
PureLSTM,Full_Preprocessing,42,39,41,1500,750,1
PureLSTM,Full_Preprocessing,42,40,42,2000,500,2
PureLSTM,Full_Preprocessing,42,41,43,1000,500,3
PureLSTM,Full_Preprocessing,42,42,44,1000,500,3
PureLSTM,Full_Preprocessing,42,43,45,1000,500,4
PureLSTM,Full_Preprocessing,42,44,46,1000,500,2
PureLSTM,Full_Preprocessing,42,45,47,1000,500,4
PureLSTM,Full_Preprocessing,42,46,48,2000,500,1
PureLSTM,Full_Preprocessing,42,47,49,1000,500,4
PureLSTM,Full_Preprocessing,42,48,50,1000,500,4
PureLSTM,Full_Preprocessing,42,49,51,1000,500,4
PureLSTM,Full_Preprocessing,42,50,52,1000,500,3
PureLSTM,Full_Preprocessing,42,51,53,1000,500,4
PureLSTM,Full_Preprocessing,42,52,54,1000,500,4
PureLSTM,Full_Preprocessing,42,53,55,1500,750,2
PureLSTM,Full_Preprocessing,42,54,56,1000,500,4
PureLSTM,Full_Preprocessing,42,55,57,1000,500,1
PureLSTM,Full_Preprocessing,42,56,58,2000,1000,1
PureLSTM,Full_Preprocessing,42,57,59,1000,500,3
PureLSTM,Full_Preprocessing,43,1,1,1000,500,4
PureLSTM,Full_Preprocessing,43,2,2,1000,500,4
PureLSTM,Full_Preprocessing,43,3,3,1000,500,4
PureLSTM,Full_Preprocessing,43,4,4,1000,500,1
PureLSTM,Full_Preprocessing,43,5,5,1000,500,4
PureLSTM,Full_Preprocessing,43,6,6,1000,500,4
PureLSTM,Full_Preprocessing,43,7,7,1000,500,4
PureLSTM,Full_Preprocessing,43,8,8,1000,500,4
PureLSTM,Full_Preprocessing,43,9,9,1000,500,1
PureLSTM,Full_Preprocessing,43,10,10,1000,500,4
PureLSTM,Full_Preprocessing,43,11,11,1000,500,2
PureLSTM,Full_Preprocessing,43,12,13,1000,500,4
PureLSTM,Full_Preprocessing,43,13,14,1000,500,4
PureLSTM,Full_Preprocessing,43,14,15,1000,500,4
PureLSTM,Full_Preprocessing,43,15,17,1000,500,1
PureLSTM,Full_Preprocessing,43,16,18,2000,500,1
PureLSTM,Full_Preprocessing,43,17,19,2000,500,1
PureLSTM,Full_Preprocessing,43,18,20,2000,1000,1
PureLSTM,Full_Preprocessing,43,19,21,1000,500,4
PureLSTM,Full_Preprocessing,43,20,22,1500,750,2
PureLSTM,Full_Preprocessing,43,21,23,1500,750,2
PureLSTM,Full_Preprocessing,43,22,24,1000,500,3
PureLSTM,Full_Preprocessing,43,23,25,1000,500,4
PureLSTM,Full_Preprocessing,43,24,26,1000,500,4
PureLSTM,Full_Preprocessing,43,25,27,1000,500,4
PureLSTM,Full_Preprocessing,43,26,28,1000,500,3
PureLSTM,Full_Preprocessing,43,27,29,1000,500,2
PureLSTM,Full_Preprocessing,43,28,30,1000,500,4
PureLSTM,Full_Preprocessing,43,29,31,1000,500,4
PureLSTM,Full_Preprocessing,43,30,32,1000,500,4
PureLSTM,Full_Preprocessing,43,31,33,1000,500,4
PureLSTM,Full_Preprocessing,43,32,34,1000,500,2
PureLSTM,Full_Preprocessing,43,33,35,1000,500,4
PureLSTM,Full_Preprocessing,43,34,36,1000,500,4
PureLSTM,Full_Preprocessing,43,35,37,1000,500,4
PureLSTM,Full_Preprocessing,43,36,38,1000,500,4
PureLSTM,Full_Preprocessing,43,37,39,1000,500,1
PureLSTM,Full_Preprocessing,43,38,40,1000,500,3
PureLSTM,Full_Preprocessing,43,39,41,1000,500,4
PureLSTM,Full_Preprocessing,43,40,42,1000,500,2
PureLSTM,Full_Preprocessing,43,41,43,1000,500,3
PureLSTM,Full_Preprocessing,43,42,44,1000,500,4
PureLSTM,Full_Preprocessing,43,43,45,1000,500,4
PureLSTM,Full_Preprocessing,43,44,46,1000,500,4
PureLSTM,Full_Preprocessing,43,45,47,1000,500,4
PureLSTM,Full_Preprocessing,43,46,48,1000,500,4
PureLSTM,Full_Preprocessing,43,47,49,1000,500,4
PureLSTM,Full_Preprocessing,43,48,50,2000,1000,1
PureLSTM,Full_Preprocessing,43,49,51,1000,500,4
PureLSTM,Full_Preprocessing,43,50,52,1000,500,2
PureLSTM,Full_Preprocessing,43,51,53,1000,500,4
PureLSTM,Full_Preprocessing,43,52,54,1500,750,3
PureLSTM,Full_Preprocessing,43,53,55,1000,500,4
PureLSTM,Full_Preprocessing,43,54,56,1500,750,3
PureLSTM,Full_Preprocessing,43,55,57,1000,500,4
PureLSTM,Full_Preprocessing,43,56,58,1000,500,3
PureLSTM,Full_Preprocessing,43,57,59,1000,500,4
PureLSTM,Full_Preprocessing,44,1,1,1000,500,4
PureLSTM,Full_Preprocessing,44,2,2,1000,500,4
PureLSTM,Full_Preprocessing,44,3,3,1000,500,3
PureLSTM,Full_Preprocessing,44,4,4,1000,500,4
PureLSTM,Full_Preprocessing,44,5,5,1000,500,4
PureLSTM,Full_Preprocessing,44,6,6,1500,750,3
PureLSTM,Full_Preprocessing,44,7,7,1000,500,4
PureLSTM,Full_Preprocessing,44,8,8,1000,500,4
PureLSTM,Full_Preprocessing,44,9,9,1000,500,3
PureLSTM,Full_Preprocessing,44,10,10,1000,500,3
PureLSTM,Full_Preprocessing,44,11,11,2000,500,2
PureLSTM,Full_Preprocessing,44,12,13,1000,500,3
PureLSTM,Full_Preprocessing,44,13,14,1000,500,4
PureLSTM,Full_Preprocessing,44,14,15,1000,500,4
PureLSTM,Full_Preprocessing,44,15,17,1000,500,4
PureLSTM,Full_Preprocessing,44,16,18,1000,500,3
PureLSTM,Full_Preprocessing,44,17,19,1000,500,4
PureLSTM,Full_Preprocessing,44,18,20,2000,500,1
PureLSTM,Full_Preprocessing,44,19,21,1000,500,3
PureLSTM,Full_Preprocessing,44,20,22,1000,500,4
PureLSTM,Full_Preprocessing,44,21,23,1000,500,4
PureLSTM,Full_Preprocessing,44,22,24,1000,500,3
PureLSTM,Full_Preprocessing,44,23,25,1500,750,2
PureLSTM,Full_Preprocessing,44,24,26,1000,500,4
PureLSTM,Full_Preprocessing,44,25,27,1000,500,4
PureLSTM,Full_Preprocessing,44,26,28,1000,500,4
PureLSTM,Full_Preprocessing,44,27,29,1000,500,4
PureLSTM,Full_Preprocessing,44,28,30,1500,750,2
PureLSTM,Full_Preprocessing,44,29,31,1000,500,4
PureLSTM,Full_Preprocessing,44,30,32,2000,500,1
PureLSTM,Full_Preprocessing,44,31,33,1000,500,3
PureLSTM,Full_Preprocessing,44,32,34,1000,500,4
PureLSTM,Full_Preprocessing,44,33,35,1000,500,1
PureLSTM,Full_Preprocessing,44,34,36,1000,500,4
PureLSTM,Full_Preprocessing,44,35,37,1000,500,4
PureLSTM,Full_Preprocessing,44,36,38,2000,500,2
PureLSTM,Full_Preprocessing,44,37,39,1000,500,4
PureLSTM,Full_Preprocessing,44,38,40,1000,500,4
PureLSTM,Full_Preprocessing,44,39,41,2000,1000,1
PureLSTM,Full_Preprocessing,44,40,42,1000,500,4
PureLSTM,Full_Preprocessing,44,41,43,1000,500,2
PureLSTM,Full_Preprocessing,44,42,44,2000,500,2
PureLSTM,Full_Preprocessing,44,43,45,1000,500,3
PureLSTM,Full_Preprocessing,44,44,46,1500,750,3
PureLSTM,Full_Preprocessing,44,45,47,2000,500,2
PureLSTM,Full_Preprocessing,44,46,48,1000,500,3
PureLSTM,Full_Preprocessing,44,47,49,1000,500,4
PureLSTM,Full_Preprocessing,44,48,50,1000,500,4
PureLSTM,Full_Preprocessing,44,49,51,2000,1000,1
PureLSTM,Full_Preprocessing,44,50,52,1000,500,1
PureLSTM,Full_Preprocessing,44,51,53,1000,500,4
PureLSTM,Full_Preprocessing,44,52,54,2000,500,1
PureLSTM,Full_Preprocessing,44,53,55,1000,500,3
PureLSTM,Full_Preprocessing,44,54,56,1500,750,3
PureLSTM,Full_Preprocessing,44,55,57,2000,500,1
PureLSTM,Full_Preprocessing,44,56,58,1000,500,4
PureLSTM,Full_Preprocessing,44,57,59,2000,1000,1
PureLSTM,Full_Preprocessing,45,1,1,1000,500,4
PureLSTM,Full_Preprocessing,45,2,2,1000,500,4
PureLSTM,Full_Preprocessing,45,3,3,1000,500,4
PureLSTM,Full_Preprocessing,45,4,4,1000,500,4
PureLSTM,Full_Preprocessing,45,5,5,1500,750,1
PureLSTM,Full_Preprocessing,45,6,6,2000,1000,1
PureLSTM,Full_Preprocessing,45,7,7,1000,500,4
PureLSTM,Full_Preprocessing,45,8,8,1000,500,3
PureLSTM,Full_Preprocessing,45,9,9,1000,500,3
PureLSTM,Full_Preprocessing,45,10,10,1000,500,4
PureLSTM,Full_Preprocessing,45,11,11,1000,500,4
PureLSTM,Full_Preprocessing,45,12,13,1000,500,2
PureLSTM,Full_Preprocessing,45,13,14,1000,500,4
PureLSTM,Full_Preprocessing,45,14,15,1000,500,4
PureLSTM,Full_Preprocessing,45,15,17,1000,500,3
PureLSTM,Full_Preprocessing,45,16,18,1000,500,4
PureLSTM,Full_Preprocessing,45,17,19,1000,500,4
PureLSTM,Full_Preprocessing,45,18,20,2000,1000,1
PureLSTM,Full_Preprocessing,45,19,21,2000,500,1
PureLSTM,Full_Preprocessing,45,20,22,1000,500,4
PureLSTM,Full_Preprocessing,45,21,23,1500,750,2
PureLSTM,Full_Preprocessing,45,22,24,1000,500,4
PureLSTM,Full_Preprocessing,45,23,25,1000,500,4
PureLSTM,Full_Preprocessing,45,24,26,1000,500,4
PureLSTM,Full_Preprocessing,45,25,27,1000,500,4
PureLSTM,Full_Preprocessing,45,26,28,1000,500,1
PureLSTM,Full_Preprocessing,45,27,29,1500,750,2
PureLSTM,Full_Preprocessing,45,28,30,2000,500,1
PureLSTM,Full_Preprocessing,45,29,31,2000,1000,1
PureLSTM,Full_Preprocessing,45,30,32,1000,500,2
PureLSTM,Full_Preprocessing,45,31,33,1000,500,4
PureLSTM,Full_Preprocessing,45,32,34,1000,500,4
PureLSTM,Full_Preprocessing,45,33,35,1000,500,4
PureLSTM,Full_Preprocessing,45,34,36,1000,500,4
PureLSTM,Full_Preprocessing,45,35,37,1000,500,4
PureLSTM,Full_Preprocessing,45,36,38,1000,500,4
PureLSTM,Full_Preprocessing,45,37,39,1000,500,3
PureLSTM,Full_Preprocessing,45,38,40,1000,500,4
PureLSTM,Full_Preprocessing,45,39,41,1500,750,2
PureLSTM,Full_Preprocessing,45,40,42,1000,500,4
PureLSTM,Full_Preprocessing,45,41,43,1000,500,4
PureLSTM,Full_Preprocessing,45,42,44,2000,1000,1
PureLSTM,Full_Preprocessing,45,43,45,1000,500,4
PureLSTM,Full_Preprocessing,45,44,46,1000,500,2
PureLSTM,Full_Preprocessing,45,45,47,1000,500,4
PureLSTM,Full_Preprocessing,45,46,48,1000,500,4
PureLSTM,Full_Preprocessing,45,47,49,1000,500,4
PureLSTM,Full_Preprocessing,45,48,50,1500,750,3
PureLSTM,Full_Preprocessing,45,49,51,1000,500,2
PureLSTM,Full_Preprocessing,45,50,52,1000,500,4
PureLSTM,Full_Preprocessing,45,51,53,1000,500,3
PureLSTM,Full_Preprocessing,45,52,54,1000,500,3
PureLSTM,Full_Preprocessing,45,53,55,1000,500,4
PureLSTM,Full_Preprocessing,45,54,56,1000,500,2
PureLSTM,Full_Preprocessing,45,55,57,1000,500,4
PureLSTM,Full_Preprocessing,45,56,58,1000,500,4
PureLSTM,Full_Preprocessing,45,57,59,1000,500,1
PureLSTM,Full_Preprocessing,46,1,1,1000,500,4
PureLSTM,Full_Preprocessing,46,2,2,1000,500,4
PureLSTM,Full_Preprocessing,46,3,3,1000,500,4
PureLSTM,Full_Preprocessing,46,4,4,1000,500,3
PureLSTM,Full_Preprocessing,46,5,5,1000,500,2
PureLSTM,Full_Preprocessing,46,6,6,1500,750,1
PureLSTM,Full_Preprocessing,46,7,7,2000,500,2
PureLSTM,Full_Preprocessing,46,8,8,1500,750,2
PureLSTM,Full_Preprocessing,46,9,9,1000,500,4
PureLSTM,Full_Preprocessing,46,10,10,1000,500,2
PureLSTM,Full_Preprocessing,46,11,11,1500,750,2
PureLSTM,Full_Preprocessing,46,12,13,1500,750,1
PureLSTM,Full_Preprocessing,46,13,14,1000,500,2
PureLSTM,Full_Preprocessing,46,14,15,1500,750,2
PureLSTM,Full_Preprocessing,46,15,17,1000,500,4
PureLSTM,Full_Preprocessing,46,16,18,1000,500,4
PureLSTM,Full_Preprocessing,46,17,19,1000,500,4
PureLSTM,Full_Preprocessing,46,18,20,1000,500,4
PureLSTM,Full_Preprocessing,46,19,21,1000,500,1
PureLSTM,Full_Preprocessing,46,20,22,1000,500,4
PureLSTM,Full_Preprocessing,46,21,23,1000,500,3
PureLSTM,Full_Preprocessing,46,22,24,1000,500,4
PureLSTM,Full_Preprocessing,46,23,25,2000,1000,1
PureLSTM,Full_Preprocessing,46,24,26,1000,500,4
PureLSTM,Full_Preprocessing,46,25,27,1000,500,2
PureLSTM,Full_Preprocessing,46,26,28,2000,1000,1
PureLSTM,Full_Preprocessing,46,27,29,1000,500,2
PureLSTM,Full_Preprocessing,46,28,30,1000,500,4
PureLSTM,Full_Preprocessing,46,29,31,1000,500,3
PureLSTM,Full_Preprocessing,46,30,32,1000,500,4
PureLSTM,Full_Preprocessing,46,31,33,2000,500,1
PureLSTM,Full_Preprocessing,46,32,34,1000,500,4
PureLSTM,Full_Preprocessing,46,33,35,1000,500,4
PureLSTM,Full_Preprocessing,46,34,36,2000,1000,1
PureLSTM,Full_Preprocessing,46,35,37,1000,500,4
PureLSTM,Full_Preprocessing,46,36,38,1000,500,4
PureLSTM,Full_Preprocessing,46,37,39,1000,500,2
PureLSTM,Full_Preprocessing,46,38,40,1000,500,1
PureLSTM,Full_Preprocessing,46,39,41,1000,500,1
PureLSTM,Full_Preprocessing,46,40,42,1000,500,4
PureLSTM,Full_Preprocessing,46,41,43,1000,500,1
PureLSTM,Full_Preprocessing,46,42,44,1000,500,3
PureLSTM,Full_Preprocessing,46,43,45,2000,1000,1
PureLSTM,Full_Preprocessing,46,44,46,1000,500,4
PureLSTM,Full_Preprocessing,46,45,47,1000,500,1
PureLSTM,Full_Preprocessing,46,46,48,1000,500,3
PureLSTM,Full_Preprocessing,46,47,49,1000,500,4
PureLSTM,Full_Preprocessing,46,48,50,1500,750,3
PureLSTM,Full_Preprocessing,46,49,51,1000,500,4
PureLSTM,Full_Preprocessing,46,50,52,1000,500,4
PureLSTM,Full_Preprocessing,46,51,53,1000,500,4
PureLSTM,Full_Preprocessing,46,52,54,1000,500,4
PureLSTM,Full_Preprocessing,46,53,55,1500,750,2
PureLSTM,Full_Preprocessing,46,54,56,1000,500,4
PureLSTM,Full_Preprocessing,46,55,57,1000,500,4
PureLSTM,Full_Preprocessing,46,56,58,1000,500,2
PureLSTM,Full_Preprocessing,46,57,59,1000,500,4
AttentionNet,No_Filtering,42,1,1,2000,1000,1
AttentionNet,No_Filtering,42,2,2,1000,500,4
AttentionNet,No_Filtering,42,3,3,2000,500,2
AttentionNet,No_Filtering,42,4,4,1000,500,4
AttentionNet,No_Filtering,42,5,5,1000,500,4
AttentionNet,No_Filtering,42,6,6,1000,500,4
AttentionNet,No_Filtering,42,7,7,1000,500,2
AttentionNet,No_Filtering,42,8,8,1000,500,4
AttentionNet,No_Filtering,42,9,9,1000,500,4
AttentionNet,No_Filtering,42,10,10,1000,500,4
AttentionNet,No_Filtering,42,11,11,1000,500,4
AttentionNet,No_Filtering,42,12,13,1000,500,1
AttentionNet,No_Filtering,42,13,14,1000,500,4
AttentionNet,No_Filtering,42,14,15,1000,500,4
AttentionNet,No_Filtering,42,15,17,1000,500,3
AttentionNet,No_Filtering,42,16,18,1000,500,4
AttentionNet,No_Filtering,42,17,19,1000,500,4
AttentionNet,No_Filtering,42,18,20,1500,750,1
AttentionNet,No_Filtering,42,19,21,1000,500,4
AttentionNet,No_Filtering,42,20,22,1000,500,4
AttentionNet,No_Filtering,42,21,23,1000,500,3
AttentionNet,No_Filtering,42,22,24,1000,500,4
AttentionNet,No_Filtering,42,23,25,1000,500,4
AttentionNet,No_Filtering,42,24,26,1000,500,4
AttentionNet,No_Filtering,42,25,27,1000,500,4
AttentionNet,No_Filtering,42,26,28,1000,500,4
AttentionNet,No_Filtering,42,27,29,1000,500,4
AttentionNet,No_Filtering,42,28,30,1000,500,2
AttentionNet,No_Filtering,42,29,31,1000,500,1
AttentionNet,No_Filtering,42,30,32,1000,500,4
AttentionNet,No_Filtering,42,31,33,1000,500,4
AttentionNet,No_Filtering,42,32,34,1000,500,4
AttentionNet,No_Filtering,42,33,35,1000,500,4
AttentionNet,No_Filtering,42,34,36,1000,500,3
AttentionNet,No_Filtering,42,35,37,2000,500,1
AttentionNet,No_Filtering,42,36,38,2000,1000,1
AttentionNet,No_Filtering,42,37,39,1000,500,4
AttentionNet,No_Filtering,42,38,40,1000,500,2
AttentionNet,No_Filtering,42,39,41,1000,500,4
AttentionNet,No_Filtering,42,40,42,2000,500,1
AttentionNet,No_Filtering,42,41,43,2000,500,1
AttentionNet,No_Filtering,42,42,44,1000,500,3
AttentionNet,No_Filtering,42,43,45,2000,500,1
AttentionNet,No_Filtering,42,44,46,2000,1000,1
AttentionNet,No_Filtering,42,45,47,1000,500,4
AttentionNet,No_Filtering,42,46,48,1000,500,2
AttentionNet,No_Filtering,42,47,49,1000,500,4
AttentionNet,No_Filtering,42,48,50,1000,500,4
AttentionNet,No_Filtering,42,49,51,1000,500,4
AttentionNet,No_Filtering,42,50,52,1000,500,3
AttentionNet,No_Filtering,42,51,53,1500,750,3
AttentionNet,No_Filtering,42,52,54,1000,500,4
AttentionNet,No_Filtering,42,53,55,1000,500,4
AttentionNet,No_Filtering,42,54,56,1000,500,4
AttentionNet,No_Filtering,42,55,57,1000,500,1
AttentionNet,No_Filtering,42,56,58,2000,1000,1
AttentionNet,No_Filtering,42,57,59,1000,500,2
AttentionNet,No_Filtering,43,1,1,1000,500,4
AttentionNet,No_Filtering,43,2,2,1000,500,4
AttentionNet,No_Filtering,43,3,3,1000,500,4
AttentionNet,No_Filtering,43,4,4,1000,500,4
AttentionNet,No_Filtering,43,5,5,1000,500,4
AttentionNet,No_Filtering,43,6,6,1000,500,4
AttentionNet,No_Filtering,43,7,7,1000,500,4
AttentionNet,No_Filtering,43,8,8,1000,500,4
AttentionNet,No_Filtering,43,9,9,1000,500,3
