status,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,PureLSTM,Linear_Interpolation,44,57,0.7894736842105263,0.7931034482758621,6f6de4721dfd490cab1c2ab032cfd9b76f6d206eb2badc7d067f25982003d121,4b00f21616c6592808dec8ed40e2fe1dd18365c8bd688a9b9919389d70887e40,2026-07-31 05:22:17 +0800
