status,protocol,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,nested_window_selection_strict_fold_seed_v1,CNNLSTM,Full_Preprocessing,44,57,0.7543859649122807,0.7666666666666667,f7fa356dfe16c9ecfc08bff3d840d29068d560efb6949fd1d708948b301bd94b,955e52fc837b90990aea9f32d810a9997b78304641fdaa691413228331b970e2,2026-07-31 21:55:51 +0800
