status,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,AttentionNet,Linear_Interpolation,43,57,0.7368421052631579,0.7368421052631579,3bcb3b7b2726bbfd4c3fee3846bf01b4536b7b2dc3e6ff8141b0b091eba170cf,3c1f1c9281879c3c1d64ada03c61b277e7a05b77f0c9e173c670b5a5200c1b8a,2026-07-31 00:46:08 +0800
