status,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,PureLSTM,No_Filtering,43,57,0.7894736842105263,0.7931034482758621,a7e9cb23a890785541aca1f87513e2e4fda3fa5114ebd4a7033c771a833b2668,8b2741c6d39197aa299d986d0b384df90c2bd59c6569502e19f6b631852b4cfc,2026-07-31 03:09:39 +0800
