status,protocol,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,nested_window_selection_strict_fold_seed_v1,AttentionNet,Full_Preprocessing,45,57,0.7543859649122807,0.7407407407407407,5f5d40d4289219e822d97d44644089c21e3fab247339acd252c7845edc8d94f5,c6722fa1d139c09aba8714a9b37bc9b261b120de12f6e9bb36b8146eb87eee1e,2026-07-31 18:12:26 +0800
