status,protocol,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,nested_window_selection_strict_fold_seed_v1,AttentionNet,No_Filtering,46,57,0.8245614035087719,0.8275862068965517,9a146b6778bf3edd8a2212095f0b9f8235b20a4d2192e159b254913075a737ef,efc53c4b91aa580cf1e86e07a1e2e13963d1375027ffe5a4996edb2382c8f305,2026-08-01 12:47:32 +0800
