status,protocol,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,nested_window_selection_strict_fold_seed_v1,AttentionNet,Full_Preprocessing,46,57,0.8421052631578947,0.8421052631578947,b84abe43e70594bf9a5a604665c395ad180c42d82e763fe8de6e5b970ff15094,7786db8a18aaa5d4991e69e270975e55a7d5d1b93b1a0ce4809eb99bd1c9717c,2026-07-31 22:15:21 +0800
