status,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,PureLSTM,Full_Preprocessing,44,57,0.7368421052631579,0.7457627118644068,d4ea39fcaa1e5bc84231c076947385fc1030347810a961128f9633bfacfacd10,6e0f9b9c459a1626687126fe1b2ef2fd30f1df0946cede4df55332863a34c8f6,2026-07-31 05:18:58 +0800
