status,protocol,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,nested_window_selection_strict_fold_seed_v1,CNNLSTM,Full_Preprocessing,43,57,0.7894736842105263,0.7857142857142857,fb263afeaeeaf2ba154162d0a0afa6b3ea764f2cd2b9728364c6856a5414760b,32f5d398601e1e23a359bc6b8c30af356f035ffe70015d55f4594f7cf8b239db,2026-07-31 21:47:52 +0800
