status,protocol,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,nested_window_selection_strict_fold_seed_v1,AttentionNet,Full_Preprocessing,43,57,0.7192982456140351,0.7333333333333333,27325f053cc212463b1ad9ee4130bc84103e12e19b3aad230adb7fdf4bc18b65,0a51e03c18c55928fe220848f88e514e8d0f9ed85e534cfef3c1dbc11b09568f,2026-07-31 18:18:36 +0800
