status,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,AttentionNet,Without_Blink_Expansion,44,57,0.8070175438596491,0.8,a4b186fa31fcef9fd994aa851a4ca0deae8dc2fb68c487d4b0d38c3ed77a6589,8a6fed8daece0034ddc4767a4034674e5c79449ab463c9bd7748d07daff2dd70,2026-07-31 04:17:31 +0800
