status,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,PureLSTM,Without_Blink_Expansion,44,57,0.7543859649122807,0.7586206896551724,be741430c31fbc799ac4773365fb45439d0fdeb1138a548149d1455b3fe05f76,2d961b2e845c7b2439e7ce1136ae9f72dfb247e1f05856f57faed9b522b779db,2026-07-31 05:42:36 +0800
