status,model,config,global_seed,n_participants,accuracy,f1,contract_hash,predictions_sha256,completed_at
complete,AttentionNet,No_Filtering,46,57,0.8070175438596491,0.7924528301886793,4f56abf6224485333118b8473867e29e322d63789c4998515b8469c7a4cdfd3c,9598e09f8618e42a881ef0b6b8b576c1641241434e182e844126e702074549ee,2026-07-31 10:15:24 +0800
