Experiment,Accuracy,Accuracy_CI_Low,Accuracy_CI_High,F1_Score,F1_CI_Low,F1_CI_High
Ablation_Linear_Impute,71.93%,59.65%,82.46%,71.43%,56.00%,83.33%
